taco
brokerage,sic_codes,company_name,company_number,jurisdiction,last_full_members_list_date,date_of_creation,type,status,undeliverable_registered_office_address,has_been_liquidated,etag,has_insolvency_history,company_status,has_charges,registered_office_is_in_dispute,has_super_secure_pscs,can_file,registered_office_address.region,registered_office_address.postal_code,registered_office_address.locality,registered_office_address.address_line_1,accounts.next_accounts.period_end_on,accounts.next_accounts.due_on,accounts.next_accounts.overdue,accounts.next_accounts.period_start_on,accounts.last_accounts.made_up_to,accounts.last_accounts.type,accounts.last_accounts.period_start_on,accounts.last_accounts.period_end_on,accounts.next_due,accounts.next_made_up_to,accounts.accounting_reference_date.day,accounts.accounting_reference_date.month,accounts.overdue,confirmation_statement.next_made_up_to,confirmation_statement.overdue,confirmation_statement.last_made_up_to,confirmation_statement.next_due,links.self,links.filing_history,links.officers,links.persons_with_significant_control,registered_office_address.country,previous_company_names,registered_office_address.address_line_2,links.charges,links.persons_with_significant_control_statements,date_of_cessation,links.insolvency,branch_company_details.parent_company_name,branch_company_details.parent_company_number,branch_company_details.business_activity,links.overseas,external_registration_number,links.uk_establishments,foreign_company_details.accounts.must_file_within.months,foreign_company_details.accounts.account_period_to.day,foreign_company_details.accounts.account_period_to.month,foreign_company_details.accounts.account_period_from.day,foreign_company_details.accounts.account_period_from.month,foreign_company_details.accounting_requirement.foreign_account_type,foreign_company_details.accounting_requirement.terms_of_account_publication,foreign_company_details.governed_by,foreign_company_details.legal_form,foreign_company_details.originating_registry.country,foreign_company_details.originating_registry.name,foreign_company_details.business_activity,foreign_company_details.registration_number,foreign_company_details.is_a_credit_financial_institution,annual_return.last_made_up_to,links.registers,registered_office_address.care_of,super_secure_managing_officer_count,service_address.address_line_1,service_address.locality,service_address.postal_code,service_address.region,service_address.country,service_address.address_line_2,company_status_detail,partial_data_available
Marlow Gardner & Cooke Ltd (Brokerbility),['66220'],MARLOW GARDNER AND COOKE LIMITED,793637,england-wales,2016-04-02,1964-02-27,ltd,,FALSE,FALSE,333ad0e1496e916fe4caa00b843ac3252b2b508e,FALSE,active,TRUE,FALSE,FALSE,TRUE,,PE4 5HQ,Peterborough,Boon Court Papyrus Road,2024-02-28,2024-11-30,FALSE,2023-03-01,2023-02-28,total-exemption-full,2022-03-01,2023-02-28,2024-11-30,2024-02-28,28,2,FALSE,2024-04-02,FALSE,2023-04-02,2024-04-16,/company/00793637,/company/00793637/filing-history,/company/00793637/officers,/company/00793637/persons-with-significant-control,,"[{'ceased_on': '1985-07-10', 'effective_from': '1964-02-27', 'name': 'MARLOW, GARDNER & COOKE INSURANCE BROKERS LIMITED'}]",Werrington,/company/00793637/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arthur J Gallagher (UK) Ltd 7000064 UK (Hiscox Underwriting Limited),,ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,SC108909,scotland,2016-01-16,1988-01-26,ltd,,FALSE,FALSE,ade3832e1a81f789d9a78dd57975599178e93ce6,FALSE,active,TRUE,FALSE,FALSE,TRUE,Scotland,G2 7AT,Glasgow,Spectrum Building,2023-12-31,2024-09-30,FALSE,2023-01-01,2022-12-31,full,2022-01-01,2022-12-31,2024-09-30,2023-12-31,31,12,FALSE,2024-01-16,FALSE,2023-01-16,2024-01-30,/company/SC108909,/company/SC108909/filing-history,/company/SC108909/officers,/company/SC108909/persons-with-significant-control,Scotland,"[{'effective_from': '1995-08-15', 'name': 'GILES INSURANCE BROKERS LIMITED', 'ceased_on': '2014-05-06'}, {'effective_from': '1988-03-24', 'name': 'GILES INSURANCE SERVICES LIMITED', 'ceased_on': '1995-08-15'}, {'name': 'SKILLPLEDGE LIMITED', 'ceased_on': '1988-03-24', 'effective_from': '1988-01-26'}]",55 Blythswood Street,/company/SC108909/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nsure Limited (Hedron Network),,LOCKTON INSURANCE BROKERS (IRELAND) LIMITED UK BRANCH,BR021299,,,2019-03-06,uk-establishment,,,,286fb49a451c6e24299c7f53121a63149721c0fa,,closed,,,FALSE,FALSE,,EC3A 7AG,London,The St Botolph Building 138 Houndsditch,,,,,,,,,,,,,,,,,,/company/BR021299,,,,,,,,,,,LOCKTON INSURANCE BROKERS (IRELAND) LIMITED,FC036211,Insurance Intermediation,/company/FC036211,,,,,,,,,,,,,,,,,,,,,,,,,,,,
One Broker (Norwich) Ltd (Willis Network),,CENTURY INSURANCE BROKER CO LTD (REPRESENTATIVE OFFICE),FC032718,united-kingdom,,2015-05-01,oversea-company,,FALSE,,49aff099ee1e3fd009e3642cd740d171cbaae8d0,FALSE,active,FALSE,,,FALSE,Beijing,,"Xichend District,","Room 1937-1943a, Building 10 - Building 6,8,10,12,16,18,",2015-12-31,,FALSE,,2014-12-31,null,,2014-12-31,,2015-12-31,,,FALSE,,,,,/company/FC032718,/company/FC032718/filing-history,/company/FC032718/officers,,,,"Xuanwumenwai Street,",,,,,,,,,110102005766463,/company/FC032718/uk-establishments,3,31,12,1,1,accounting-requirements-of-originating-country-apply,accounts-publication-date-supplied-by-company,"Company Law Of China, Insurance Law Of China - Provisions Of The Supervision & Administration Of Insurance Brokerage Institutions (2013 Revision)",Limited Private Company,CHINA,Beijing Administation For Industry And Commerce (Baic),"Establish Insurance Plans For The Insurance Applicant, Choose The Insurer, Perfo",110102005766463,FALSE,,,,,,,,,,,,
ACM Broking Ltd,,CENTURY INSURANCE BROKER CO LTD (REPRESENTATIVE OFFICE),FC032718,united-kingdom,,2015-05-01,oversea-company,,FALSE,,49aff099ee1e3fd009e3642cd740d171cbaae8d0,FALSE,active,FALSE,,,FALSE,Beijing,,"Xichend District,","Room 1937-1943a, Building 10 - Building 6,8,10,12,16,18,",2015-12-31,,FALSE,,2014-12-31,null,,2014-12-31,,2015-12-31,,,FALSE,,,,,/company/FC032718,/company/FC032718/filing-history,/company/FC032718/officers,,,,"Xuanwumenwai Street,",,,,,,,,,110102005766463,/company/FC032718/uk-establishments,3,31,12,1,1,accounting-requirements-of-originating-country-apply,accounts-publication-date-supplied-by-company,"Company Law Of China, Insurance Law Of China - Provisions Of The Supervision & Administration Of Insurance Brokerage Institutions (2013 Revision)",Limited Private Company,CHINA,Beijing Administation For Industry And Commerce (Baic),"Establish Insurance Plans For The Insurance Applicant, Choose The Insurer, Perfo",110102005766463,FALSE,,,,,,,,,,,,
Berkeley Alexander (Specialist),,BERKELEY ALEXANDER INSURANCE SERVICES,LP004724,england-wales,,1994-10-01,limited-partnership,,FALSE,FALSE,8c7d5120ad7f20814623cd1c557b3a3984694493,,active,,,,FALSE,,BN7 2SD,East Sussex,28 High Street,,,,,,,,,,,,,,,,,,/company/LP004724,/company/LP004724/filing-history,,,,,Lewes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaggi & Company Ltd,['66220'],CENTURY INSURANCE BROKER CO LTD (REPRESENTATIVE OFFICE),FC032718,united-kingdom,,2015-05-01,oversea-company,,FALSE,,49aff099ee1e3fd009e3642cd740d171cbaae8d0,FALSE,active,FALSE,,,FALSE,Beijing,,"Xichend District,","Room 1937-1943a, Building 10 - Building 6,8,10,12,16,18,",2015-12-31,,FALSE,,2014-12-31,null,,2014-12-31,,2015-12-31,,,FALSE,,,,,/company/FC032718,/company/FC032718/filing-history,/company/FC032718/officers,,,,"Xuanwumenwai Street,",,,,,,,,,110102005766463,/company/FC032718/uk-establishments,3,31,12,1,1,accounting-requirements-of-originating-country-apply,accounts-publication-date-supplied-by-company,"Company Law Of China, Insurance Law Of China - Provisions Of The Supervision & Administration Of Insurance Brokerage Institutions (2013 Revision)",Limited Private Company,CHINA,Beijing Administation For Industry And Commerce (Baic),"Establish Insurance Plans For The Insurance Applicant, Choose The Insurer, Perfo",110102005766463,FALSE,,,,,,,,,,,,
Weald Insurance Brokers Ltd (Premier),['65120'],WEALD INSURANCE BROKERS LIMITED,957953,england-wales,2015-09-01,1969-07-10,ltd,,FALSE,FALSE,1f11a7c43711dcce3e2f7996655d1af37f6d5272,FALSE,active,TRUE,FALSE,FALSE,TRUE,West Sussex,RH19 1LB,East Grinstead,Knighthood House,2022-12-31,2023-09-30,FALSE,2022-01-01,2021-12-31,full,2021-01-01,2021-12-31,2023-09-30,2022-12-31,31,12,FALSE,2023-06-08,FALSE,2022-06-08,2023-06-22,/company/00957953,/company/00957953/filing-history,/company/00957953/officers,/company/00957953/persons-with-significant-control,United Kingdom,"[{'effective_from': '1969-07-10', 'name': 'MORRIS, BATEMAN AND COCKLE LIMITED', 'ceased_on': '2003-07-16'}]",Imberhorne Lane,/company/00957953/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLD Alan & Thomas Insurance Brokers Limited (Open Market),['64205'],ALAN & THOMAS INSURANCE BROKERS LIMITED,4514651,england-wales,2015-08-19,2002-08-19,ltd,,FALSE,,d285efb9bb84e8a1b4c91174971a29110e4c2589,FALSE,active,TRUE,FALSE,FALSE,TRUE,,EC3R 7NE,London,7th Floor Corn Exchange,2022-12-31,2023-09-30,FALSE,2022-04-01,2022-03-31,audit-exemption-subsidiary,2021-04-01,2022-03-31,2023-09-30,2022-12-31,31,12,FALSE,2023-08-19,FALSE,2022-08-19,2023-09-02,/company/04514651,/company/04514651/filing-history,/company/04514651/officers,/company/04514651/persons-with-significant-control,England,,55 Mark Lane,/company/04514651/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Towergate (Hemel),['65120'],ARDONAGH ADVISORY HOLDINGS LIMITED,11550030,england-wales,,2018-09-03,ltd,,FALSE,,bcc5209a815fa579942ed3bbf6f9064fd06f0923,FALSE,active,TRUE,FALSE,FALSE,TRUE,,EC3R 7PD,London,2 Minster Court,2022-12-31,2023-09-30,FALSE,2022-01-01,2021-12-31,audit-exemption-subsidiary,2021-01-01,2021-12-31,2023-09-30,2022-12-31,31,12,FALSE,2023-09-02,FALSE,2022-09-02,2023-09-16,/company/11550030,/company/11550030/filing-history,/company/11550030/officers,/company/11550030/persons-with-significant-control,United Kingdom,"[{'ceased_on': '2019-12-12', 'effective_from': '2018-09-03', 'name': 'TOWERGATE INSURANCE BROKING HOLDINGS LIMITED'}]",Mincing Lane,/company/11550030/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Towergate (Private Clients - Hiscox Colchester),,HISCOX INSURANCE COMPANY LIMITED,70234,england-wales,2016-04-19,1901-05-17,ltd,,FALSE,FALSE,c8a6ed72373b64993dab40f57f7f4a3619435785,FALSE,active,TRUE,FALSE,FALSE,TRUE,,EC2N 4BQ,London,22 Bishopsgate,2023-12-31,2024-09-30,FALSE,2023-01-01,2022-12-31,full,2022-01-01,2022-12-31,2024-09-30,2023-12-31,31,12,FALSE,2024-05-09,FALSE,2023-05-09,2024-05-23,/company/00070234,/company/00070234/filing-history,/company/00070234/officers,/company/00070234/persons-with-significant-control,United Kingdom,"[{'ceased_on': '1997-01-01', 'name': 'ECONOMIC INSURANCE COMPANY,LIMITED', 'effective_from': '1901-05-17'}]",,/company/00070234/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hayes Parsons Ltd,['74990'],CENTURY INSURANCE BROKER CO LTD (REPRESENTATIVE OFFICE),FC032718,united-kingdom,,2015-05-01,oversea-company,,FALSE,,49aff099ee1e3fd009e3642cd740d171cbaae8d0,FALSE,active,FALSE,,,FALSE,Beijing,,"Xichend District,","Room 1937-1943a, Building 10 - Building 6,8,10,12,16,18,",2015-12-31,,FALSE,,2014-12-31,null,,2014-12-31,,2015-12-31,,,FALSE,,,,,/company/FC032718,/company/FC032718/filing-history,/company/FC032718/officers,,,,"Xuanwumenwai Street,",,,,,,,,,110102005766463,/company/FC032718/uk-establishments,3,31,12,1,1,accounting-requirements-of-originating-country-apply,accounts-publication-date-supplied-by-company,"Company Law Of China, Insurance Law Of China - Provisions Of The Supervision & Administration Of Insurance Brokerage Institutions (2013 Revision)",Limited Private Company,CHINA,Beijing Administation For Industry And Commerce (Baic),"Establish Insurance Plans For The Insurance Applicant, Choose The Insurer, Perfo",110102005766463,FALSE,,,,,,,,,,,,
Robison & Co (Hedron Network),['64205'],A.H. BELL & CO. (INSURANCE BROKERS) LIMITED,1381575,england-wales,2016-04-01,1978-08-01,ltd,,FALSE,FALSE,f1f7803cff145b575d5c57ab9340bc6bbfa2a14a,FALSE,active,TRUE,FALSE,FALSE,TRUE,,EC3A 5AF,London,One,2022-09-30,2023-06-30,FALSE,2022-01-01,2021-12-31,audit-exemption-subsidiary,2021-01-01,2021-12-31,2023-06-30,2022-09-30,30,9,FALSE,2024-04-04,FALSE,2023-04-04,2024-04-18,/company/01381575,/company/01381575/filing-history,/company/01381575/officers,/company/01381575/persons-with-significant-control,United Kingdom,,Creechurch Place,/company/01381575/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active-proposal-to-strike-off,
CCVRS t/a Towergate (Jersey),['65120'],ARDONAGH ADVISORY HOLDINGS LIMITED,11550030,england-wales,,2018-09-03,ltd,,FALSE,,bcc5209a815fa579942ed3bbf6f9064fd06f0923,FALSE,active,TRUE,FALSE,FALSE,TRUE,,EC3R 7PD,London,2 Minster Court,2022-12-31,2023-09-30,FALSE,2022-01-01,2021-12-31,audit-exemption-subsidiary,2021-01-01,2021-12-31,2023-09-30,2022-12-31,31,12,FALSE,2023-09-02,FALSE,2022-09-02,2023-09-16,/company/11550030,/company/11550030/filing-history,/company/11550030/officers,/company/11550030/persons-with-significant-control,United Kingdom,"[{'ceased_on': '2019-12-12', 'effective_from': '2018-09-03', 'name': 'TOWERGATE INSURANCE BROKING HOLDINGS LIMITED'}]",Mincing Lane,/company/11550030/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Centor Insurance & Risk Management Limited,['47749'],CENTOR INSURANCE & RISK MANAGEMENT LIMITED,1151611,england-wales,2016-02-14,1973-12-14,ltd,,FALSE,FALSE,14d1cab4e94fd432ac5c387ade5091dec38dcd0a,FALSE,active,TRUE,FALSE,FALSE,TRUE,,EC2M 2EF,London,17 Dominion Street,2022-10-31,2023-07-31,FALSE,2021-10-01,2021-09-30,full,2020-10-01,2021-09-30,2023-07-31,2022-10-31,31,10,FALSE,2024-02-14,FALSE,2023-02-14,2024-02-28,/company/01151611,/company/01151611/filing-history,/company/01151611/officers,/company/01151611/persons-with-significant-control,,"[{'name': 'PETER RUDDY & PARTNERS (INSURANCE BROKERS) LIMITED', 'ceased_on': '2003-10-13', 'effective_from': '1993-04-23'}, {'effective_from': '1992-09-28', 'name': 'PETER RUDDY & PARTNERS (I.B.) LIMITED', 'ceased_on': '1993-04-23'}, {'effective_from': '1973-12-14', 'ceased_on': '1992-09-28', 'name': 'F.F.S. FINANCIAL SERVICES LIMITED'}]",,/company/01151611/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marsh Brokers Ltd Ta Private Clients,['65120'],EAST KENT MOBILITY LTD,8901859,england-wales,2015-11-16,2014-02-19,ltd,active,FALSE,FALSE,ad7a3aa0edc4254ce555109cdb65ce1e37c05f57,FALSE,active,FALSE,FALSE,FALSE,TRUE,Kent,TN24 8RY,Ashford,5 Park Mall,2023-02-28,2023-11-30,FALSE,2022-03-01,2022-02-28,micro-entity,2021-03-01,2022-02-28,2023-11-30,2023-02-28,29,2,FALSE,2023-10-23,FALSE,2022-10-23,2023-11-06,/company/08901859,/company/08901859/filing-history,/company/08901859/officers,/company/08901859/persons-with-significant-control,United Kingdom,"[{'ceased_on': '2015-05-14', 'name': 'EAST KENT MOBILITY LTD T/A MARSH MOBILITY LTD', 'effective_from': '2014-02-19'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPW Insurance Broker Ltd (Brokerbility),,MPW INSURANCE BROKERS LIMITED,1978590,england-wales,2015-09-30,1986-01-16,ltd,active,FALSE,FALSE,02cb434371f87b26eaaac84fb69e2a0bf3987aaf,FALSE,active,TRUE,FALSE,FALSE,TRUE,,EC3R 5AA,London,1 Great Tower Street,2022-10-31,2023-07-31,FALSE,2021-11-01,2021-10-31,small,2020-11-01,2021-10-31,2023-07-31,2022-10-31,31,10,FALSE,2023-09-30,FALSE,2022-09-30,2023-10-14,/company/01978590,/company/01978590/filing-history,/company/01978590/officers,/company/01978590/persons-with-significant-control,England,"[{'effective_from': '1998-10-12', 'name': 'MCMURDO POTIPHER WEBB LTD', 'ceased_on': '2011-06-08'}, {'effective_from': '1986-08-01', 'ceased_on': '1998-10-12', 'name': 'MCMURDO WEBB LIMITED'}, {'ceased_on': '1986-08-01', 'name': 'FIELDCLINCH LIMITED', 'effective_from': '1986-01-16'}]",,/company/01978590/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Willis Towers Watson,,WILLIS TOWERS WATSON INSURANCES (IRELAND) LIMITED,FC032038,united-kingdom,,2014-07-01,oversea-company,,FALSE,FALSE,98dfe2ad8e4f5e92d432bc7d02955ea0dd8e0f81,FALSE,active,FALSE,FALSE,FALSE,FALSE,,,Dublin 4,Willis Towers Watson House Elm Park,2022-12-31,,FALSE,,2021-12-31,full,,2021-12-31,,2022-12-31,,,FALSE,,,,,/company/FC032038,/company/FC032038/filing-history,/company/FC032038/officers,,Ireland,"[{'effective_from': '2014-08-06', 'name': 'WILLIS RISK SERVICES (IRELAND) LIMITED', 'ceased_on': '2019-06-26'}]",Merrion Road,,,,,,,,,78812,/company/FC032038/uk-establishments,9,31,12,1,1,accounting-requirements-of-originating-country-apply,accounts-publication-date-supplied-by-company,Ireland,Single Member Private Company,IRELAND,Companies Registration Office,,78812,FALSE,,,,,,,,,,,,
R A Rossborough (Insurance Brokers) Ltd,['64205'],ROSSBOROUGH INSURANCE SERVICES LIMITED,BR006238,,,2001-08-10,uk-establishment,,,,fe856e3a166658490417e30083845cd898494eb6,,closed,,,FALSE,FALSE,Isambard Brunel Road,PO1 2TR,Portsmouth, Enterprise House,,,,,,,,,,,,,,,,,,/company/BR006238,/company/BR006238/filing-history,,,,,,,,,,ROSSBOROUGH INSURANCE SERVICES LIMITED,FC023456,Insurance Broking Administration Services,/company/FC023456,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Towergate (Sevenoaks),['65120'],ARDONAGH ADVISORY HOLDINGS LIMITED,11550030,england-wales,,2018-09-03,ltd,,FALSE,,bcc5209a815fa579942ed3bbf6f9064fd06f0923,FALSE,active,TRUE,FALSE,FALSE,TRUE,,EC3R 7PD,London,2 Minster Court,2022-12-31,2023-09-30,FALSE,2022-01-01,2021-12-31,audit-exemption-subsidiary,2021-01-01,2021-12-31,2023-09-30,2022-12-31,31,12,FALSE,2023-09-02,FALSE,2022-09-02,2023-09-16,/company/11550030,/company/11550030/filing-history,/company/11550030/officers,/company/11550030/persons-with-significant-control,United Kingdom,"[{'ceased_on': '2019-12-12', 'effective_from': '2018-09-03', 'name': 'TOWERGATE INSURANCE BROKING HOLDINGS LIMITED'}]",Mincing Lane,/company/11550030/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berns Brett (Maidenhead Region),['65120'],H. BERNSTEIN INSURANCE BROKERS LIMITED,515681,england-wales,2016-06-14,1953-01-31,ltd,,FALSE,FALSE,5b1eac77871791052944a650db3c50cb0f313f1d,FALSE,active,FALSE,FALSE,FALSE,TRUE,,EC3R 7PD,London,2 Minster Court,2022-12-31,2023-09-30,FALSE,2022-01-01,2021-12-31,dormant,2021-01-01,2021-12-31,2023-09-30,2022-12-31,31,12,FALSE,2023-07-13,FALSE,2022-07-13,2023-07-27,/company/00515681,/company/00515681/filing-history,/company/00515681/officers,/company/00515681/persons-with-significant-control,England,"[{'name': 'POTOTZKY & CO.(INSURANCE BROKERS)LIMITED', 'effective_from': '1953-01-31', 'ceased_on': '1978-12-31'}]",Mincing Lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLD BHK Insurance Services Ltd,['65120'],BHK INSURANCE SERVICES LIMITED,5869942,england-wales,2015-07-07,2006-07-07,ltd,active,FALSE,FALSE,6f865b8b62c379fd1056b8217cc197b747b1326b,FALSE,active,TRUE,FALSE,FALSE,TRUE,,EC3R 7NE,London,7th Floor Corn Exchange,2022-12-31,2023-09-30,FALSE,2022-04-01,2022-03-31,audit-exemption-subsidiary,2021-04-01,2022-03-31,2023-09-30,2022-12-31,31,12,FALSE,2023-07-07,FALSE,2022-07-07,2023-07-21,/company/05869942,/company/05869942/filing-history,/company/05869942/officers,/company/05869942/persons-with-significant-control,England,,55 Mark Lane,/company/05869942/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J Bennett & Son (Insurance Brokers) Ltd,['65120'],J. BENNETT & SON (INSURANCE BROKERS) LIMITED,1195084,england-wales,2015-08-14,1974-12-31,ltd,,FALSE,FALSE,cecf854e437b96396754cf50f1567c36bb7f3e97,FALSE,active,TRUE,FALSE,FALSE,TRUE,Bucks.,HP14 3BE,High Wycombe,9 North's Estate Old Oxford Road,2023-03-31,2023-12-31,FALSE,2022-01-01,2021-12-31,small,2021-01-01,2021-12-31,2023-12-31,2023-03-31,31,3,FALSE,2023-08-02,FALSE,2022-08-02,2023-08-16,/company/01195084,/company/01195084/filing-history,/company/01195084/officers,/company/01195084/persons-with-significant-control,,,Piddington,/company/01195084/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Knighthood Corporate Assurances Services plc (Premier),['66220'],KNIGHTHOOD CORPORATE ASSURANCE SERVICES LIMITED,1194084,england-wales,2016-03-14,1974-12-17,ltd,,FALSE,FALSE,cfe7fe5b8a12bd26754f9efa2d58d17fdcf6c101,FALSE,active,TRUE,FALSE,FALSE,TRUE,West Sussex,RH19 1LB,East Grinstead,Knighthood House,2022-12-31,2023-09-30,FALSE,2022-01-01,2021-12-31,full,2021-01-01,2021-12-31,2023-09-30,2022-12-31,31,12,FALSE,2024-05-18,FALSE,2023-05-18,2024-06-01,/company/01194084,/company/01194084/filing-history,/company/01194084/officers,/company/01194084/persons-with-significant-control,,"[{'name': 'KNIGHTHOOD CORPORATE ASSURANCE SERVICES PLC', 'effective_from': '1998-12-15', 'ceased_on': '2018-02-06'}, {'name': 'KNIGHTHOOD ASSURANCE CONSULTANTS (SOUTHERN) LIMITED', 'effective_from': '1974-12-17', 'ceased_on': '1998-12-15'}]",Imberhorne Lane,/company/01194084/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brownhill Insurance Group Limited (Willis Network),,BROWNHILL INSURANCE GROUP LIMITED,1488763,england-wales,2016-01-21,1980-04-01,ltd,,FALSE,FALSE,4e3a07ba99596ffe6157034edccd3480eee3ec0f,FALSE,active,TRUE,FALSE,FALSE,TRUE,Kent,BR1 1QQ,Bromley,2nd Floor,2022-12-31,2023-09-30,FALSE,2022-01-01,2021-12-31,total-exemption-full,2021-01-01,2021-12-31,2023-09-30,2022-12-31,31,12,FALSE,2024-02-01,FALSE,2023-02-01,2024-02-15,/company/01488763,/company/01488763/filing-history,/company/01488763/officers,/company/01488763/persons-with-significant-control,,"[{'ceased_on': '2016-08-18', 'name': 'BROWNHILL MORRIS & WEST (INSURANCE SERVICES) LIMITED', 'effective_from': '1980-12-31'}, {'effective_from': '1980-04-01', 'name': 'BROWNHILL MORRIS (INSURANCE BROKERS) LIMITED', 'ceased_on': '1980-12-31'}]",Kent House 41 East Street,/company/01488763/charges,,,,,,,,,,,,,,,,,,,,,,,,,/company/01488763/registers,,,,,,,,,,
Bryan Baines t/as Coversure.co.uk,['64209'],BRYANSTON INSURANCE COMPANY LIMITED,AC001429,england-wales,,,assurance-company,,FALSE,FALSE,2a672ede677cc430e2d024150d4bc026da427fb9,,active,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,/company/AC001429,/company/AC001429/filing-history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full-data-available-from-financial-conduct-authority
Butterworth Spengler Insurance Group,['66220'],BUTTERWORTH SPENGLER GROUP LIMITED,12491285,england-wales,,2020-03-02,ltd,,FALSE,,81a927a2237eb672dea56d062d8bfd58dd9f3651,FALSE,active,TRUE,FALSE,FALSE,TRUE,,LS20 9LT,Leeds,Elmwood House Ghyll Royd,2023-03-31,2023-12-31,FALSE,2022-04-01,2022-03-31,audit-exemption-subsidiary,2021-04-01,2022-03-31,2023-12-31,2023-03-31,31,3,FALSE,2023-07-24,FALSE,2022-07-24,2023-08-07,/company/12491285,/company/12491285/filing-history,/company/12491285/officers,/company/12491285/persons-with-significant-control,England,,Guiseley,/company/12491285/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tysers (Manchester – Private Client),['65110'],TYSERS INSURANCE BROKERS LIMITED,2957627,england-wales,2015-08-11,1994-08-11,ltd,,FALSE,FALSE,f1b25d164ff0e83491afe2bcb8e671f4724b1c6d,FALSE,active,TRUE,FALSE,FALSE,TRUE,,EC3M 4BS,London,71 Fenchurch Street,2023-06-30,2024-03-31,FALSE,2022-01-01,2021-12-31,full,2021-01-01,2021-12-31,2024-03-31,2023-06-30,30,6,FALSE,2023-07-07,FALSE,2022-07-07,2023-07-21,/company/02957627,/company/02957627/filing-history,/company/02957627/officers,/company/02957627/persons-with-significant-control,United Kingdom,"[{'effective_from': '2006-08-10', 'name': 'INTEGRO INSURANCE BROKERS LIMITED', 'ceased_on': '2020-07-06'}, {'ceased_on': '2006-08-10', 'name': 'HUMPHREYS, HAGGAS, SUTTON & CO LIMITED', 'effective_from': '1994-09-13'}, {'ceased_on': '1994-09-13', 'effective_from': '1994-08-11', 'name': 'WHITE CROSS BALFOUR LIMITED'}]",,/company/02957627/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barts Insurance Brokers Limited (Hedron Network),['66220'],BARTS INSURANCE BROKERS LIMITED,1448786,england-wales,2016-06-14,1979-09-17,ltd,,FALSE,FALSE,2fc00104f602addb896efcf535417992e07a26e1,FALSE,active,FALSE,FALSE,FALSE,TRUE,,W1W 6XH,London,101 New Cavendish Street,2023-03-31,2023-12-31,FALSE,2022-04-01,2022-03-31,total-exemption-full,2021-04-01,2022-03-31,2023-12-31,2023-03-31,31,3,FALSE,2023-06-14,FALSE,2022-06-14,2023-06-28,/company/01448786,/company/01448786/filing-history,/company/01448786/officers,/company/01448786/persons-with-significant-control,United Kingdom,,1st Floor South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPi Bros Ltd t/a DPI Insurance (Hedron Network),['6603'],DPI BROS. LIMITED,8670495,england-wales,2015-08-30,2013-08-30,ltd,active,FALSE,FALSE,b6f47d6cfa53771446522cdb936c42caf649d634,FALSE,active,FALSE,FALSE,FALSE,TRUE,,BL9 0ST,Bury,25 Knowsley Street,2023-08-31,2024-05-31,FALSE,2022-09-01,2022-08-31,total-exemption-full,2021-09-01,2022-08-31,2024-05-31,2023-08-31,31,8,FALSE,2023-08-30,FALSE,2022-08-30,2023-09-13,/company/08670495,/company/08670495/filing-history,/company/08670495/officers,/company/08670495/persons-with-significant-control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
